date,channel,quantity
2024-06-26,Referral,11
2024-06-26,SMS,306
2024-06-26,Unassigned,110
2024-06-27,Affiliates,412
2024-06-27,Direct,1064
2024-06-27,Email,720
2024-06-27,Mobile Push Notifications,56
2024-06-27,Organic Search,194
2024-06-27,Organic Shopping,18
2024-06-27,Organic Social,16
2024-06-27,Paid Search,946
2024-06-27,Paid Social,348
2024-06-27,Referral,17
2024-06-27,SMS,326
2024-06-27,Unassigned,72
2024-06-28,Affiliates,364
2024-06-28,Direct,904
2024-06-28,Email,649
2024-06-28,Mobile Push Notifications,32
2024-06-28,Organic Search,157
2024-06-28,Organic Shopping,8
2024-06-28,Organic Social,15
2024-06-28,Paid Search,952
2024-06-28,Paid Social,310
2024-06-28,Referral,34
2024-06-28,SMS,387
2024-06-28,Unassigned,54
2024-06-29,Affiliates,331
2024-06-29,Direct,832
2024-06-29,Email,459
2024-06-29,Mobile Push Notifications,27
2024-06-29,Organic Search,114
2024-06-29,Organic Shopping,13
2024-06-29,Organic Social,10
2024-06-29,Paid Search,782
2024-06-29,Paid Social,310
2024-06-29,Referral,22
2024-06-29,SMS,458
2024-06-29,Unassigned,61
2024-06-30,Affiliates,529
2024-06-30,Direct,1423
2024-06-30,Email,1155
2024-06-30,Mobile Push Notifications,104
2024-06-30,Organic Search,198
2024-06-30,Organic Shopping,17
2024-06-30,Organic Social,14
2024-06-30,Paid Search,1319
2024-06-30,Paid Social,665
2024-06-30,Payment Redirects,21
2024-06-30,Referral,8
2024-06-30,SMS,718
2024-06-30,Unassigned,103
2024-07-01,Affiliates,580
2024-07-01,Direct,1438
2024-07-01,Email,979
2024-07-01,Mobile Push Notifications,73
2024-07-01,Organic Search,242
2024-07-01,Organic Shopping,14
2024-07-01,Organic Social,18
2024-07-01,Organic Video,1
2024-07-01,Paid Search,1283
2024-07-01,Paid Social,616
2024-07-01,Payment Redirects,2
2024-07-01,Referral,7
2024-07-01,SMS,655
2024-07-01,Unassigned,124
2024-07-02,Affiliates,599
2024-07-02,Direct,1540
2024-07-02,Display,2
2024-07-02,Email,1314
2024-07-02,Mobile Push Notifications,123
2024-07-02,Organic Search,241
2024-07-02,Organic Shopping,2
2024-07-02,Organic Social,42
2024-07-02,Paid Search,1285
2024-07-02,Paid Social,519
2024-07-02,Payment Redirects,3
2024-07-02,Referral,17
2024-07-02,SMS,730
2024-07-02,Unassigned,100
2024-07-03,Affiliates,654
2024-07-03,Direct,1504
2024-07-03,Email,1051
2024-07-03,Mobile Push Notifications,93
2024-07-03,Organic Search,303
2024-07-03,Organic Shopping,12
2024-07-03,Organic Social,22
2024-07-03,Paid Search,1362
2024-07-03,Paid Social,546
2024-07-03,Referral,4
2024-07-03,SMS,645
2024-07-03,Unassigned,141
2024-07-04,Affiliates,702
2024-07-04,Direct,1695
2024-07-04,Display,11
2024-07-04,Email,1160
2024-07-04,Mobile Push Notifications,99
2024-07-04,Organic Search,344
2024-07-04,Organic Shopping,12
2024-07-04,Organic Social,62
2024-07-04,Paid Search,1524
2024-07-04,Paid Social,593
2024-07-04,Payment Redirects,3
2024-07-04,Referral,14
2024-07-04,SMS,827
2024-07-04,Unassigned,128
2024-07-05,Affiliates,658
2024-07-05,Direct,1734
2024-07-05,Display,2
2024-07-05,Email,1144
2024-07-05,Mobile Push Notifications,147
2024-07-05,Organic Search,368
2024-07-05,Organic Shopping,14
2024-07-05,Organic Social,45
2024-07-05,Paid Search,1658
2024-07-05,Paid Social,554
2024-07-05,Referral,15
2024-07-05,SMS,955
2024-07-05,Unassigned,190
2024-07-06,Affiliates,614
2024-07-06,Direct,1343
2024-07-06,Email,824
2024-07-06,Mobile Push Notifications,100
2024-07-06,Organic Search,332
2024-07-06,Organic Shopping,33
2024-07-06,Organic Social,20
2024-07-06,Paid Search,1430
2024-07-06,Paid Social,539
2024-07-06,Referral,5
2024-07-06,SMS,815
2024-07-06,Unassigned,156
2024-07-07,Affiliates,654
2024-07-07,Direct,1462
2024-07-07,Email,1144
2024-07-07,Mobile Push Notifications,82
2024-07-07,Organic Search,381
2024-07-07,Organic Shopping,5
2024-07-07,Organic Social,8
2024-07-07,Paid Search,1381
2024-07-07,Paid Social,502
2024-07-07,Referral,9
2024-07-07,SMS,674
2024-07-07,Unassigned,130
2024-07-08,Affiliates,604
2024-07-08,Direct,1646
2024-07-08,Display,6
2024-07-08,Email,866
2024-07-08,Mobile Push Notifications,94
2024-07-08,Organic Search,319
2024-07-08,Organic Shopping,4
2024-07-08,Organic Social,30
2024-07-08,Paid Search,1541
2024-07-08,Paid Social,472
2024-07-08,Payment Redirects,6
2024-07-08,Referral,16
2024-07-08,SMS,732
2024-07-08,Unassigned,112
2024-07-09,Affiliates,307
2024-07-09,Direct,830
2024-07-09,Email,321
2024-07-09,Mobile Push Notifications,17
2024-07-09,Organic Search,160
2024-07-09,Organic Shopping,15
2024-07-09,Organic Social,8
2024-07-09,Paid Search,792
2024-07-09,Paid Social,209
2024-07-09,Referral,4
2024-07-09,SMS,340
2024-07-09,Unassigned,58
2024-07-10,Affiliates,322
2024-07-10,Direct,941
2024-07-10,Email,394
2024-07-10,Mobile Push Notifications,31
2024-07-10,Organic Search,179
2024-07-10,Organic Shopping,4
2024-07-10,Organic Social,6
2024-07-10,Paid Search,860
2024-07-10,Paid Social,253
2024-07-10,Referral,32
2024-07-10,SMS,251
2024-07-10,Unassigned,51
2024-07-11,Affiliates,372
2024-07-11,Direct,938
2024-07-11,Email,436
2024-07-11,Mobile Push Notifications,19
2024-07-11,Organic Search,148
2024-07-11,Organic Shopping,15
2024-07-11,Organic Social,16
2024-07-11,Paid Search,979
2024-07-11,Paid Social,233
2024-07-11,Payment Redirects,2
2024-07-11,Referral,5
2024-07-11,SMS,291
2024-07-11,Unassigned,61
2024-07-12,Affiliates,750
2024-07-12,Direct,1921
2024-07-12,Email,1268
2024-07-12,Mobile Push Notifications,157
2024-07-12,Organic Search,324
2024-07-12,Organic Shopping,11
2024-07-12,Organic Social,19
2024-07-12,Paid Search,1328
2024-07-12,Paid Social,385
2024-07-12,Referral,10
2024-07-12,SMS,931
2024-07-12,Unassigned,85
2024-07-13,Affiliates,811
2024-07-13,Direct,1681
2024-07-13,Email,1612
2024-07-13,Mobile Push Notifications,85
2024-07-13,Organic Search,255
2024-07-13,Organic Shopping,14
2024-07-13,Organic Social,35
2024-07-13,Paid Search,1338
2024-07-13,Paid Social,392
2024-07-13,Referral,8
2024-07-13,SMS,1278
2024-07-13,Unassigned,127
2024-07-14,Affiliates,651
2024-07-14,Direct,1653
2024-07-14,Email,1110
2024-07-14,Mobile Push Notifications,69
2024-07-14,Organic Search,334
2024-07-14,Organic Shopping,14
2024-07-14,Organic Social,44
2024-07-14,Paid Search,1542
2024-07-14,Paid Social,409
2024-07-14,Referral,8
2024-07-14,SMS,921
2024-07-14,Unassigned,92
2024-07-15,Affiliates,343
2024-07-15,Direct,927
2024-07-15,Email,399
2024-07-15,Mobile Push Notifications,23
2024-07-15,Organic Search,176
2024-07-15,Organic Shopping,10
2024-07-15,Organic Social,19
2024-07-15,Paid Search,892
2024-07-15,Paid Social,199
2024-07-15,Referral,6
2024-07-15,SMS,205
2024-07-15,Unassigned,53
2024-07-16,Affiliates,946
2024-07-16,Direct,2181
2024-07-16,Email,1737
2024-07-16,Mobile Push Notifications,187
2024-07-16,Organic Search,375
2024-07-16,Organic Shopping,43
2024-07-16,Organic Social,42
2024-07-16,Paid Search,1595
2024-07-16,Paid Social,555
2024-07-16,Referral,10
2024-07-16,SMS,1164
2024-07-16,Unassigned,131
2024-07-17,Affiliates,849
2024-07-17,Direct,1980
2024-07-17,Display,14
2024-07-17,Email,1453
2024-07-17,Mobile Push Notifications,111
2024-07-17,Organic Search,422
2024-07-17,Organic Shopping,22
2024-07-17,Organic Social,121
2024-07-17,Paid Search,1792
2024-07-17,Paid Social,490
2024-07-17,Referral,6
2024-07-17,SMS,1292
2024-07-17,Unassigned,167
2024-07-18,Affiliates,816
2024-07-18,Direct,2335
2024-07-18,Email,1450
2024-07-18,Mobile Push Notifications,119
2024-07-18,Organic Search,541
2024-07-18,Organic Shopping,31
2024-07-18,Organic Social,29
2024-07-18,Paid Search,2210
2024-07-18,Paid Social,1021
2024-07-18,Referral,6
2024-07-18,SMS,999
2024-07-18,Unassigned,196
2024-07-19,Affiliates,1070
2024-07-19,Direct,2387
2024-07-19,Email,1578
2024-07-19,Mobile Push Notifications,98
2024-07-19,Organic Search,484
2024-07-19,Organic Shopping,10
2024-07-19,Organic Social,111
2024-07-19,Paid Other,1
2024-07-19,Paid Search,2071
2024-07-19,Paid Social,950
2024-07-19,Referral,14
2024-07-19,SMS,1017
2024-07-19,Unassigned,215
2024-07-20,Affiliates,1043
2024-07-20,Direct,1981
2024-07-20,Display,5
2024-07-20,Email,1151
2024-07-20,Mobile Push Notifications,125
2024-07-20,Organic Search,399
2024-07-20,Organic Shopping,14
2024-07-20,Organic Social,50
2024-07-20,Paid Search,1920
2024-07-20,Paid Social,954
2024-07-20,Referral,28
2024-07-20,SMS,826
2024-07-20,Unassigned,253
2024-07-21,Affiliates,964
2024-07-21,Direct,2132
2024-07-21,Display,1
2024-07-21,Email,1125
2024-07-21,Mobile Push Notifications,95
2024-07-21,Organic Search,401
2024-07-21,Organic Shopping,14
2024-07-21,Organic Social,51
2024-07-21,Paid Search,1970
2024-07-21,Paid Social,923
2024-07-21,Referral,18
2024-07-21,SMS,1089
2024-07-21,Unassigned,121
2024-07-22,Affiliates,687
2024-07-22,Direct,2014
2024-07-22,Display,3
2024-07-22,Email,1191
2024-07-22,Mobile Push Notifications,43
2024-07-22,Organic Search,487
2024-07-22,Organic Shopping,8
2024-07-22,Organic Social,91
2024-07-22,Paid Other,3
2024-07-22,Paid Search,1798
2024-07-22,Paid Social,832
2024-07-22,Payment Redirects,2
2024-07-22,Referral,12
2024-07-22,SMS,1131
2024-07-22,Unassigned,123
2024-07-23,Affiliates,762
2024-07-23,Direct,2121
2024-07-23,Email,1175
2024-07-23,Mobile Push Notifications,98
2024-07-23,Organic Search,304
2024-07-23,Organic Shopping,6
2024-07-23,Organic Social,16
2024-07-23,Paid Other,3
2024-07-23,Paid Search,1711
2024-07-23,Paid Social,789
2024-07-23,Referral,12
2024-07-23,SMS,688
2024-07-23,Unassigned,165
2024-07-24,Affiliates,975
2024-07-24,Direct,2175
2024-07-24,Email,1373
2024-07-24,Mobile Push Notifications,44
2024-07-24,Organic Search,344
2024-07-24,Organic Shopping,6
2024-07-24,Organic Social,26
2024-07-24,Paid Search,1936
2024-07-24,Paid Social,804
2024-07-24,Referral,15
2024-07-24,SMS,908
2024-07-24,Unassigned,97
2024-07-25,Affiliates,853
2024-07-25,Direct,2454
2024-07-25,Email,1531
2024-07-25,Mobile Push Notifications,93
2024-07-25,Organic Search,480
2024-07-25,Organic Shopping,14
2024-07-25,Organic Social,8
2024-07-25,Paid Search,2162
2024-07-25,Paid Social,844
2024-07-25,SMS,846
2024-07-25,Unassigned,192
2024-07-26,Affiliates,1104
2024-07-26,Direct,2445
2024-07-26,Email,1373
2024-07-26,Mobile Push Notifications,67
2024-07-26,Organic Search,463
2024-07-26,Organic Shopping,23
2024-07-26,Organic Social,42
2024-07-26,Paid Search,2151
2024-07-26,Paid Social,802
2024-07-26,Payment Redirects,4
2024-07-26,Referral,21
2024-07-26,SMS,1053
2024-07-26,Unassigned,185
2024-07-27,Affiliates,977
2024-07-27,Direct,2221
2024-07-27,Email,1315
2024-07-27,Mobile Push Notifications,64
2024-07-27,Organic Search,366
2024-07-27,Organic Shopping,9
2024-07-27,Organic Social,7
2024-07-27,Paid Search,2041
2024-07-27,Paid Social,841
2024-07-27,Referral,3
2024-07-27,SMS,1087
2024-07-27,Unassigned,214
2024-07-28,Affiliates,880
2024-07-28,Direct,2277
2024-07-28,Display,1
2024-07-28,Email,1332
2024-07-28,Mobile Push Notifications,111
2024-07-28,Organic Search,362
2024-07-28,Organic Shopping,8
2024-07-28,Organic Social,13
2024-07-28,Paid Search,1954
2024-07-28,Paid Social,911
2024-07-28,Referral,4
2024-07-28,SMS,837
2024-07-28,Unassigned,224
2024-07-29,Affiliates,755
2024-07-29,Direct,2116
2024-07-29,Email,1542
2024-07-29,Mobile Push Notifications,112
2024-07-29,Organic Search,361
2024-07-29,Organic Shopping,20
2024-07-29,Organic Social,29
2024-07-29,Paid Search,1909
2024-07-29,Paid Social,599
2024-07-29,Referral,7
2024-07-29,SMS,769
2024-07-29,Unassigned,153
2024-07-30,Affiliates,887
2024-07-30,Direct,2201
2024-07-30,Email,1232
2024-07-30,Mobile Push Notifications,67
2024-07-30,Organic Search,562
2024-07-30,Organic Shopping,24
2024-07-30,Organic Social,59
2024-07-30,Paid Search,1853
2024-07-30,Paid Social,418
2024-07-30,Referral,1
2024-07-30,SMS,725
2024-07-30,Unassigned,209
2024-07-31,Affiliates,770
2024-07-31,Direct,2204
2024-07-31,Email,1261
2024-07-31,Mobile Push Notifications,56
2024-07-31,Organic Search,526
2024-07-31,Organic Shopping,12
2024-07-31,Organic Social,50
2024-07-31,Paid Search,2067
2024-07-31,Paid Social,463
2024-07-31,Referral,18
2024-07-31,SMS,851
2024-07-31,Unassigned,208
2024-08-01,Affiliates,974
2024-08-01,Direct,2364
2024-08-01,Display,1
2024-08-01,Email,1207
2024-08-01,Mobile Push Notifications,72
2024-08-01,Organic Search,441
2024-08-01,Organic Shopping,18
2024-08-01,Organic Social,38
2024-08-01,Paid Search,2380
2024-08-01,Paid Social,469
2024-08-01,Referral,10
2024-08-01,SMS,841
2024-08-01,Unassigned,222
2024-08-02,Affiliates,883
2024-08-02,Direct,2427
2024-08-02,Display,1
2024-08-02,Email,1138
2024-08-02,Mobile Push Notifications,58
2024-08-02,Organic Search,477
2024-08-02,Organic Shopping,20
2024-08-02,Organic Social,52
2024-08-02,Paid Search,2073
2024-08-02,Paid Social,519
2024-08-02,Referral,4
2024-08-02,SMS,832
2024-08-02,Unassigned,303
2024-08-03,Affiliates,877
2024-08-03,Direct,2222
2024-08-03,Email,1260
2024-08-03,Mobile Push Notifications,30
2024-08-03,Organic Search,423
2024-08-03,Organic Shopping,15
2024-08-03,Organic Social,51
2024-08-03,Paid Search,2056
2024-08-03,Paid Social,489
2024-08-03,Payment Redirects,2
2024-08-03,Referral,6
2024-08-03,SMS,955
2024-08-03,Unassigned,302
2024-08-04,Affiliates,825
2024-08-04,Direct,2247
2024-08-04,Display,3
2024-08-04,Email,1096
2024-08-04,Mobile Push Notifications,98
2024-08-04,Organic Search,408
2024-08-04,Organic Shopping,18
2024-08-04,Organic Social,69
2024-08-04,Paid Search,2145
2024-08-04,Paid Social,472
2024-08-04,Referral,10
2024-08-04,SMS,1031
2024-08-04,Unassigned,251
2024-08-05,Affiliates,629
2024-08-05,Direct,2108
2024-08-05,Email,1098
2024-08-05,Mobile Push Notifications,51
2024-08-05,Organic Search,319
2024-08-05,Organic Shopping,29
2024-08-05,Organic Social,24
2024-08-05,Paid Search,1893
2024-08-05,Paid Social,499
2024-08-05,Referral,7
2024-08-05,SMS,862
2024-08-05,Unassigned,192
2024-08-06,Affiliates,832
2024-08-06,Direct,2208
2024-08-06,Display,4
2024-08-06,Email,1213
2024-08-06,Mobile Push Notifications,91
2024-08-06,Organic Search,431
2024-08-06,Organic Shopping,20
2024-08-06,Organic Social,28
2024-08-06,Paid Search,2024
2024-08-06,Paid Social,548
2024-08-06,Payment Redirects,5
2024-08-06,Referral,4
2024-08-06,SMS,1053
2024-08-06,Unassigned,299
2024-08-07,Affiliates,989
2024-08-07,Direct,2374
2024-08-07,Email,1400
2024-08-07,Mobile Push Notifications,120
2024-08-07,Organic Search,493
2024-08-07,Organic Shopping,39
2024-08-07,Organic Social,45
2024-08-07,Paid Search,1998
2024-08-07,Paid Social,535
2024-08-07,Referral,14
2024-08-07,SMS,1025
2024-08-07,Unassigned,247
2024-08-08,Affiliates,602
2024-08-08,Direct,1468
2024-08-08,Email,655
2024-08-08,Mobile Push Notifications,58
2024-08-08,Organic Search,268
2024-08-08,Organic Shopping,32
2024-08-08,Organic Social,35
2024-08-08,Paid Search,1542
2024-08-08,Paid Social,462
2024-08-08,Referral,2
2024-08-08,SMS,425
2024-08-08,Unassigned,202
2024-08-09,Affiliates,517
2024-08-09,Direct,1616
2024-08-09,Display,1
2024-08-09,Email,745
2024-08-09,Mobile Push Notifications,45
2024-08-09,Organic Search,220
2024-08-09,Organic Shopping,17
2024-08-09,Organic Social,41
2024-08-09,Paid Search,1672
2024-08-09,Paid Social,406
2024-08-09,Referral,7
2024-08-09,SMS,560
2024-08-09,Unassigned,121
2024-08-10,Affiliates,502
2024-08-10,Direct,1253
2024-08-10,Email,474
2024-08-10,Mobile Push Notifications,30
2024-08-10,Organic Search,268
2024-08-10,Organic Shopping,29
2024-08-10,Organic Social,17
2024-08-10,Paid Search,1455
2024-08-10,Paid Social,349
2024-08-10,Referral,2
2024-08-10,SMS,354
2024-08-10,Unassigned,145
2024-08-11,Affiliates,581
2024-08-11,Direct,1295
2024-08-11,Display,5
2024-08-11,Email,523
2024-08-11,Mobile Push Notifications,40
2024-08-11,Organic Search,300
2024-08-11,Organic Shopping,19
2024-08-11,Organic Social,22
2024-08-11,Paid Search,1459
2024-08-11,Paid Social,366
2024-08-11,Referral,11
2024-08-11,SMS,516
2024-08-11,Unassigned,158
2024-08-12,Affiliates,410
2024-08-12,Direct,1096
2024-08-12,Email,531
2024-08-12,Mobile Push Notifications,42
2024-08-12,Organic Search,231
2024-08-12,Organic Shopping,24
2024-08-12,Organic Social,29
2024-08-12,Paid Search,1023
2024-08-12,Paid Social,277
2024-08-12,Referral,8
2024-08-12,SMS,351
2024-08-12,Unassigned,86
2024-08-13,Affiliates,491
2024-08-13,Direct,1490
2024-08-13,Email,800
2024-08-13,Mobile Push Notifications,33
2024-08-13,Organic Search,264
2024-08-13,Organic Shopping,34
2024-08-13,Organic Social,65
2024-08-13,Paid Other,4
2024-08-13,Paid Search,1473
2024-08-13,Paid Social,480
2024-08-13,Referral,3
2024-08-13,SMS,675
2024-08-13,Unassigned,136
2024-08-14,Affiliates,572
2024-08-14,Direct,1879
2024-08-14,Email,682
2024-08-14,Mobile Push Notifications,85
2024-08-14,Organic Search,258
2024-08-14,Organic Shopping,35
2024-08-14,Organic Social,26
2024-08-14,Paid Search,1633
2024-08-14,Paid Social,490
2024-08-14,Referral,15
2024-08-14,SMS,581
2024-08-14,Unassigned,217
2024-08-15,Affiliates,1052
2024-08-15,Direct,2359
2024-08-15,Display,6
2024-08-15,Email,1203
2024-08-15,Mobile Push Notifications,132
2024-08-15,Organic Search,363
2024-08-15,Organic Shopping,40
2024-08-15,Organic Social,63
2024-08-15,Paid Other,2
2024-08-15,Paid Search,2316
2024-08-15,Paid Social,616
2024-08-15,Referral,25
2024-08-15,SMS,638
2024-08-15,Unassigned,176
2024-08-16,Affiliates,427
2024-08-16,Direct,1234
2024-08-16,Display,1
2024-08-16,Email,420
2024-08-16,Mobile Push Notifications,27
2024-08-16,Organic Search,233
2024-08-16,Organic Shopping,31
2024-08-16,Organic Social,17
2024-08-16,Paid Search,1271
2024-08-16,Paid Social,388
2024-08-16,Referral,9
2024-08-16,SMS,343
2024-08-16,Unassigned,122
2024-08-17,Affiliates,505
2024-08-17,Direct,1210
2024-08-17,Email,446
2024-08-17,Mobile Push Notifications,38
2024-08-17,Organic Search,164
2024-08-17,Organic Shopping,17
2024-08-17,Organic Social,45
2024-08-17,Paid Other,1
2024-08-17,Paid Search,1221
2024-08-17,Paid Social,445
2024-08-17,Referral,1
2024-08-17,SMS,427
2024-08-17,Unassigned,123
2024-08-18,Affiliates,418
2024-08-18,Direct,1150
2024-08-18,Email,534
2024-08-18,Mobile Push Notifications,26
2024-08-18,Organic Search,230
2024-08-18,Organic Shopping,37
2024-08-18,Organic Social,54
2024-08-18,Paid Search,1466
2024-08-18,Paid Social,471
2024-08-18,Referral,2
2024-08-18,SMS,352
2024-08-18,Unassigned,136
2024-08-19,Affiliates,1009
2024-08-19,Direct,2326
2024-08-19,Display,3
2024-08-19,Email,1659
2024-08-19,Mobile Push Notifications,123
2024-08-19,Organic Search,478
2024-08-19,Organic Shopping,35
2024-08-19,Organic Social,34
2024-08-19,Paid Search,2158
2024-08-19,Paid Social,596
2024-08-19,Referral,17
2024-08-19,SMS,1647
2024-08-19,Unassigned,214
2024-08-20,Affiliates,1169
2024-08-20,Direct,2827
2024-08-20,Display,4
2024-08-20,Email,2279
2024-08-20,Mobile Push Notifications,129
2024-08-20,Organic Search,469
2024-08-20,Organic Shopping,31
2024-08-20,Organic Social,90
2024-08-20,Paid Search,2616
2024-08-20,Paid Social,868
2024-08-20,Referral,15
2024-08-20,SMS,1770
2024-08-20,Unassigned,281
2024-08-21,Affiliates,826
2024-08-21,Direct,2297
2024-08-21,Display,5
2024-08-21,Email,1465
2024-08-21,Mobile Push Notifications,98
2024-08-21,Organic Search,398
2024-08-21,Organic Shopping,30
2024-08-21,Organic Social,23
2024-08-21,Paid Search,2167
2024-08-21,Paid Social,757
2024-08-21,Referral,3
2024-08-21,SMS,1257
2024-08-21,Unassigned,300
2024-08-22,Affiliates,432
2024-08-22,Direct,1254
2024-08-22,Display,3
2024-08-22,Email,484
2024-08-22,Mobile Push Notifications,48
2024-08-22,Organic Search,236
2024-08-22,Organic Shopping,9
2024-08-22,Organic Social,25
2024-08-22,Paid Search,1345
2024-08-22,Paid Social,422
2024-08-22,Referral,3
2024-08-22,SMS,391
2024-08-22,Unassigned,84
2024-08-23,Affiliates,440
2024-08-23,Direct,1118
2024-08-23,Email,320
2024-08-23,Mobile Push Notifications,22
2024-08-23,Organic Search,225
2024-08-23,Organic Shopping,6
2024-08-23,Organic Social,27
2024-08-23,Paid Search,1176
2024-08-23,Paid Social,368
2024-08-23,Referral,4
2024-08-23,SMS,391
2024-08-23,Unassigned,95
2024-08-24,Affiliates,344
2024-08-24,Direct,885
2024-08-24,Display,1
2024-08-24,Email,411
2024-08-24,Mobile Push Notifications,34
2024-08-24,Organic Search,163
